"Reward","acc","accuracy","average_response_time","avg_rt","background","blocknr","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_con_resp","correct_con_resp_1","correct_dec_resp_2","correct_new_keyboard_response","correct_pre_resp","correct_response","count_Conditioning_1","count_Conditioning_1_2","count_ITI","count_ITI_1","count_Init","count_MEMO","count_Pause","count_Preconditioning","count_block","count_block_loop","count_block_seq","count_choice_3","count_choice_select_l","count_choice_select_r","count_chose_stim","count_con_resp","count_con_resp_1","count_cond","count_cond_1","count_cond_1_3","count_cond_3","count_conditionning","count_condphase2","count_counter1","count_counter1_1","count_counter1_1_1","count_counter2","count_counter2_2","count_counter2_2_1","count_dec_resp_2","count_decisionphase","count_deterresponse","count_distr","count_experiment","count_fixation_cross_2","count_fixation_dot","count_fixation_dot_1","count_fixation_dot_1_1","count_fixation_dot_1_2","count_fixation_dot_1_2_1","count_fixation_dot_1_2_2","count_get_stims","count_instructions","count_keepitup","count_keepitup2_2","count_keepitup_1","count_keepitup_2","count_logger_con","count_logger_con_1","count_logger_dec_2","count_logger_pre","count_memo_1","count_money","count_new_form_text_display","count_new_form_text_display_1","count_new_inline_script_5","count_new_keyboard_response","count_new_logger","count_new_loop","count_new_loop_1","count_new_loop_1_2","count_new_reset_feedback","count_new_reset_feedback_1","count_new_reset_feedback_1_2","count_new_sequence_1","count_new_sequence_1_1_2","count_new_sequence_1_2","count_pairs_sequence","count_position","count_position_1","count_position_2","count_pposition","count_pposition_1","count_pposition_1_1","count_pre_resp","count_reseq","count_reset_feedback","count_select_l","count_select_r","count_selectd_l","count_selectd_r","count_show_stim","count_sleep","count_target_1","count_tooslow","count_tooslow_1","count_tooslow_1_1","count_trial","count_trial_seq","count_trial_sequence","counter","datetime","description","disable_garbage_collection","dur","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","image","keyboard_backend","live_row","live_row_Preconditioning","live_row_block_loop","logfile","miss","money","mouse_backend","mp","mposition","old","opensesame_codename","opensesame_version","paired","penalty","pos1","pos2","poscircle","position","pp","pposition","repeat_cycle","reponse_con_resp_1","response","response_Pause","response_con_resp","response_con_resp_1","response_dec_resp_2","response_new_keyboard_response","response_pre_resp","response_time","response_time_Pause","response_time_con_resp","response_time_con_resp_1","response_time_dec_resp_2","response_time_new_keyboard_response","response_time_pre_resp","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stim1","stim2","subject_nr","subject_parity","time_Conditioning_1","time_Conditioning_1_2","time_ITI","time_ITI_1","time_Init","time_MEMO","time_Pause","time_Preconditioning","time_block","time_block_loop","time_block_seq","time_choice_3","time_choice_select_l","time_choice_select_r","time_chose_stim","time_con_resp","time_con_resp_1","time_cond","time_cond_1","time_cond_1_3","time_cond_3","time_conditionning","time_condphase2","time_counter1","time_counter1_1","time_counter1_1_1","time_counter2","time_counter2_2","time_counter2_2_1","time_dec_resp_2","time_decisionphase","time_deterresponse","time_distr","time_experiment","time_fixation_cross_2","time_fixation_dot","time_fixation_dot_1","time_fixation_dot_1_1","time_fixation_dot_1_2","time_fixation_dot_1_2_1","time_fixation_dot_1_2_2","time_get_stims","time_instructions","time_keepitup","time_keepitup2_2","time_keepitup_1","time_keepitup_2","time_logger_con","time_logger_con_1","time_logger_dec_2","time_logger_pre","time_memo_1","time_money","time_new_form_text_display","time_new_form_text_display_1","time_new_inline_script_5","time_new_keyboard_response","time_new_logger","time_new_loop","time_new_loop_1","time_new_loop_1_2","time_new_reset_feedback","time_new_reset_feedback_1","time_new_reset_feedback_1_2","time_new_sequence_1","time_new_sequence_1_1_2","time_new_sequence_1_2","time_pairs_sequence","time_position","time_position_1","time_position_2","time_pposition","time_pposition_1","time_pposition_1_1","time_pre_resp","time_reseq","time_reset_feedback","time_select_l","time_select_r","time_selectd_l","time_selectd_r","time_show_stim","time_sleep","time_target_1","time_tooslow","time_tooslow_1","time_tooslow_1_1","time_trial","time_trial_seq","time_trial_sequence","title","total_correct","total_response_time","total_responses","trialnr","uniform_coordinates","width"
"NA","0","0","1086.8252180851082","1086.8252180851082","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","93","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","93","NA","NA","NA","NA","NA","NA","0","NA","NA","93","NA","NA","NA","NA","93","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","93","NA","0","NA","NA","NA","NA","NA","NA","93","NA","NA","NA","NA","NA","93","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","93","0","93","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","256","NA","-256","NA","NA","0","NA","left","space","NA","NA","NA","NA","left","570.0132999999914","8075.59249999997","NA","NA","NA","NA","570.0132999999914","2","psycho","1024","2","48000","-16","experiment","television.jpg","l_living_room_living53.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","481551.52859999996","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","482622.4571","NA","NA","NA","NA","484547.22300000006","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","482051.6204000001","NA","NA","NA","NA","NA","NA","NA","NA","482051.5449000001","NA","NA","NA","NA","NA","481538.90339999995","Semantic link","0","102161.57050000018","94","NA","yes","1024"
"NA","0","0","1079.9890389473715","1079.9890389473715","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","94","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","94","NA","NA","NA","NA","NA","NA","0","NA","NA","94","NA","NA","NA","NA","94","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","94","NA","0","NA","NA","NA","NA","NA","NA","94","NA","NA","NA","NA","NA","94","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","94","0","94","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","NA","left","space","NA","NA","NA","NA","left","437.3882000001031","8075.59249999997","NA","NA","NA","NA","437.3882000001031","2","psycho","1024","2","48000","-16","experiment","shoppingcart.jpg","r_railroad_tunnel_outdoor_railroad_tunnel_000128.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","484668.2088","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","485606.48550000007","NA","NA","NA","NA","487656.13180000003","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","485168.2436","NA","NA","NA","NA","NA","NA","NA","NA","485168.1756","NA","NA","NA","NA","NA","484662.55620000005","Semantic link","0","102598.95870000028","95","NA","yes","1024"
"NA","0","0","1073.3300812500029","1073.3300812500029","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","95","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","95","NA","NA","NA","NA","NA","NA","0","NA","NA","95","NA","NA","NA","NA","95","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","95","NA","0","NA","NA","NA","NA","NA","NA","95","NA","NA","NA","NA","NA","95","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","95","0","95","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","256","NA","-256","NA","NA","0","NA","right","space","NA","NA","NA","NA","right","440.72909999999683","8075.59249999997","NA","NA","NA","NA","440.72909999999683","2","psycho","1024","2","48000","-16","experiment","lawnmower.jpg","g_garden_1280_2.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","487784.8444","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","488726.5956","NA","NA","NA","NA","490780.8761","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","488284.9121","NA","NA","NA","NA","NA","NA","NA","NA","488284.84950000007","NA","NA","NA","NA","NA","487771.4568","Semantic link","0","103039.68780000028","96","NA","yes","1024"
"NA","0","0","1066.2585793814455","1066.2585793814455","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","96","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","96","NA","NA","NA","NA","NA","NA","0","NA","NA","96","NA","NA","NA","NA","96","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","96","NA","0","NA","NA","NA","NA","NA","NA","96","NA","NA","NA","NA","NA","96","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","96","0","96","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","256","NA","-256","NA","NA","0","NA","left","space","NA","NA","NA","NA","left","387.3943999999319","8075.59249999997","NA","NA","NA","NA","387.3943999999319","2","psycho","1024","2","48000","-16","experiment","rainboot.jpg","courtroomCC.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","490918.227","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","491806.45430000004","NA","NA","NA","NA","493921.24350000004","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","491418.2407000001","NA","NA","NA","NA","NA","NA","NA","NA","491418.1754","NA","NA","NA","NA","NA","490898.8752","Semantic link","0","103427.08220000021","97","NA","yes","1024"
"NA","0","0","1059.4401530612272","1059.4401530612272","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","97","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","97","NA","NA","NA","NA","NA","NA","0","NA","NA","97","NA","NA","NA","NA","97","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","97","NA","0","NA","NA","NA","NA","NA","NA","97","NA","NA","NA","NA","NA","97","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","97","0","97","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","NA","left","space","NA","NA","NA","NA","left","398.05280000006314","8075.59249999997","NA","NA","NA","NA","398.05280000006314","2","psycho","1024","2","48000","-16","experiment","martiniglass01b.jpg","c_classroom_sala02.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","494051.5517","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","494950.42130000005","NA","NA","NA","NA","497045.99710000004","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","494551.5918","NA","NA","NA","NA","NA","NA","NA","NA","494551.523","NA","NA","NA","NA","NA","494032.6684","Semantic link","0","103825.13500000027","98","NA","yes","1024"
"NA","0","0","1052.389076767679","1052.389076767679","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","98","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","98","NA","NA","NA","NA","NA","NA","0","NA","NA","98","NA","NA","NA","NA","98","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","98","NA","0","NA","NA","NA","NA","NA","NA","98","NA","NA","NA","NA","NA","98","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","98","0","98","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","NA","left","space","NA","NA","NA","NA","left","361.3835999999428","8075.59249999997","NA","NA","NA","NA","361.3835999999428","2","psycho","1024","2","48000","-16","experiment","treadmill.jpg","c_castle_castle_000001.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","497168.2397000001","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","498030.41010000004","NA","NA","NA","NA","500155.09770000004","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","497668.25340000005","NA","NA","NA","NA","NA","NA","NA","NA","497668.1827","NA","NA","NA","NA","NA","497155.6703","Semantic link","0","104186.51860000021","99","NA","yes","1024"
"NA","0","0","1045.0319180000017","1045.0319180000017","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","0","NA","NA","NA","NA","0","0","99","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","99","NA","NA","NA","NA","NA","NA","0","NA","NA","99","NA","NA","NA","NA","99","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","99","NA","0","NA","NA","NA","NA","NA","NA","99","NA","NA","NA","NA","NA","99","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","99","0","99","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","NA","left","space","NA","NA","NA","NA","left","316.67319999996107","8075.59249999997","NA","NA","NA","NA","316.67319999996107","2","psycho","1024","2","48000","-16","experiment","f_fire_escape_google_13_8_1_fire_escape.jpg","f_fire_escape_google_13_8_1_fire_escape.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","500284.89550000004","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","501102.4098","NA","NA","NA","NA","503279.84420000005","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","500784.9636000001","NA","NA","NA","NA","NA","NA","NA","NA","500784.8993","NA","NA","NA","NA","NA","500279.77540000004","Semantic link","0","104503.19180000018","100","NA","yes","1024"
"NA","0","0","1059.3883029702986","1059.3883029702986","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","0","NA","NA","NA","NA","0","0","100","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","100","NA","NA","NA","NA","NA","NA","0","NA","NA","100","NA","NA","NA","NA","100","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","100","NA","0","NA","NA","NA","NA","NA","NA","100","NA","NA","NA","NA","NA","100","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","100","0","100","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","NA","None","space","NA","NA","NA","NA","None","2495.0267999999924","8075.59249999997","NA","NA","NA","NA","2495.0267999999924","2","psycho","1024","2","48000","-16","experiment","anchor.jpg","anchor.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","503384.9043","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","506380.62880000006","NA","NA","NA","NA","506380.7104","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","503884.95060000004","NA","NA","NA","NA","NA","NA","NA","NA","503884.8846000001","NA","NA","NA","NA","NA","503377.88690000004","Semantic link","0","106998.21860000017","101","NA","yes","1024"
"NA","0","0","1073.4632137254916","1073.4632137254916","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","0","NA","NA","NA","NA","0","0","101","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","101","NA","NA","NA","NA","NA","NA","0","NA","NA","101","NA","NA","NA","NA","101","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","101","NA","0","NA","NA","NA","NA","NA","NA","101","NA","NA","NA","NA","NA","101","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","101","0","101","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","NA","None","space","NA","NA","NA","NA","None","2495.02919999999","8075.59249999997","NA","NA","NA","NA","2495.02919999999","2","psycho","1024","2","48000","-16","experiment","f_fire_escape_google_13_8_1_fire_escape.jpg","f_fire_escape_google_13_8_1_fire_escape.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","506518.2374","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","509513.9626","NA","NA","NA","NA","509514.0467","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","507018.27420000004","NA","NA","NA","NA","NA","NA","NA","NA","507018.2116","NA","NA","NA","NA","NA","506505.11470000003","Semantic link","0","109493.24780000016","102","NA","yes","1024"
"NA","0","0","1067.8376038834972","1067.8376038834972","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","102","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","102","NA","NA","NA","NA","NA","NA","0","NA","NA","102","NA","NA","NA","NA","102","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","102","NA","0","NA","NA","NA","NA","NA","NA","102","NA","NA","NA","NA","NA","102","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","102","0","102","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","NA","left","space","NA","NA","NA","NA","left","494.0254000000423","8075.59249999997","NA","NA","NA","NA","494.0254000000423","2","psycho","1024","2","48000","-16","experiment","shoppingcart.jpg","r_railroad_tunnel_outdoor_railroad_tunnel_000128.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","509651.5764000001","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","510646.4931","NA","NA","NA","NA","512654.0079","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","510151.6166","NA","NA","NA","NA","NA","NA","NA","NA","510151.54970000003","NA","NA","NA","NA","NA","509632.6282","Semantic link","0","109987.2732000002","103","NA","yes","1024"
"NA","0","0","1062.6534423076941","1062.6534423076941","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","103","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","103","NA","NA","NA","NA","NA","NA","0","NA","NA","103","NA","NA","NA","NA","103","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","103","NA","0","NA","NA","NA","NA","NA","NA","103","NA","NA","NA","NA","NA","103","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","103","0","103","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","NA","left","space","NA","NA","NA","NA","left","528.6847999999882","8075.59249999997","NA","NA","NA","NA","528.6847999999882","2","psycho","1024","2","48000","-16","experiment","bowlingpin.jpg","b_bedroom_pittsburgh_IMG_4079.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","512784.93160000007","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","513814.5213","NA","NA","NA","NA","515794.36540000007","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","513284.9439","NA","NA","NA","NA","NA","NA","NA","NA","513284.88019999996","NA","NA","NA","NA","NA","512764.62860000005","Semantic link","0","110515.95800000019","104","NA","yes","1024"
"NA","0","0","1056.2981666666692","1056.2981666666692","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","104","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","104","NA","NA","NA","NA","NA","NA","0","NA","NA","104","NA","NA","NA","NA","104","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","104","NA","0","NA","NA","NA","NA","NA","NA","104","NA","NA","NA","NA","NA","104","NA","Tue Dec  7 16:51:42 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","104","0","104","C:/Users/Experimenter/Desktop/Florian/subject-14.csv","NA","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","NA","left","space","NA","NA","NA","NA","left","395.3495000000694","8075.59249999997","NA","NA","NA","NA","395.3495000000694","2","psycho","1024","2","48000","-16","experiment","downhillski.jpg","mountain-snow-walking-snow-mountain-winter-landscapeCC.jpg","14","even","NA","NA","NA","NA","NA","NA","382818.04750000004","69201.1479","NA","69201.7826","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4968.3746999999985","NA","515918.24730000005","NA","NA","NA","NA","NA","NA","49401.00559999999","NA","NA","516814.4967000001","NA","NA","NA","NA","518925.9243","NA","NA","4968.488899999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69201.7112","NA","NA","NA","NA","NA","NA","516418.2905","NA","NA","NA","NA","NA","NA","NA","NA","516418.2269","NA","NA","NA","NA","NA","515901.1133","Semantic link","0","110911.30750000026","105","NA","yes","1024"
