"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","correct_response","correct_response_1","count_Conditioning_1_2","count_MEMO","count_conditions","count_correctanswer","count_counter1_1_1","count_counter2_2_1","count_experiment","count_fixation_cross","count_instructions","count_iti_n_imageposition","count_keepitup","count_logger_dec_2","count_loop","count_new_reset_feedback_1_2","count_response_1","count_sequence","count_stims","counter","datetime","description","disable_garbage_collection","dur","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_MEMO","logfile","mouse_backend","old","opensesame_codename","opensesame_version","pos1","pos2","pp","repeat_cycle","response","response_instructions","response_response_1","response_time","response_time_instructions","response_time_response_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stim1","stim2","subject_nr","subject_parity","t1","time_Conditioning_1_2","time_MEMO","time_conditions","time_correctanswer","time_counter1_1_1","time_counter2_2_1","time_experiment","time_fixation_cross","time_instructions","time_iti_n_imageposition","time_keepitup","time_logger_dec_2","time_loop","time_new_reset_feedback_1_2","time_response_1","time_sequence","time_stims","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"76.19047619047619","76.19047619047619","1368.5121285767916","1368.5121285767916","white","psycho","psycho","psycho","0","uniform","1","undefined","left","1","NA","0","0","20","NA","NA","0","20","0","20","20","20","NA","NA","20","20","20","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","2033.659877721956","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","20","20","D:\Users\install\SemLink\quickrun.csv","psycho","0","Lentiform Loewenfeld","3.3.10","256","-256","2","0","left","right","left","1232.0947000407614","570.2491999836639","1232.0947000407614","2","psycho","1024","2","48000","-16","experiment","lawnmower.jpg","o_office_despacho.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","106719.90049997112","NA","NA","7694.6098000044","106739.85750001157","8104.092399997171","106719.8782999767","110018.39559996733","111281.04520001216","NA","NA","108785.38189997198","106719.80580000672","108785.2203999646","Semantic link","16","28738.754700112622","21","yes","1024"
"77.27272727272727","77.27272727272727","1376.8848136400761","1376.8848136400761","white","psycho","psycho","psycho","0","uniform","1","undefined","right","1","NA","0","0","21","NA","NA","0","21","0","21","21","21","NA","NA","21","21","21","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","1751.101940949667","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","21","21","D:\Users\install\SemLink\quickrun.csv","psycho","1","Lentiform Loewenfeld","3.3.10","-256","256","2","0","right","right","right","1552.7111999690533","570.2491999836639","1552.7111999690533","2","psycho","1024","2","48000","-16","experiment","callbell.jpg","s_savanna_kiangwest_savanna.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","112002.30359996203","NA","NA","7694.6098000044","112019.00779997231","8104.092399997171","112002.28239997523","115334.80000001146","116284.31429999182","NA","NA","113781.28029999789","112002.2058999748","113781.1169999768","Semantic link","17","30291.465900081675","22","yes","1024"
"78.26086956521739","78.26086956521739","1350.6582826122885","1350.6582826122885","white","psycho","psycho","psycho","0","uniform","1","undefined","right","1","NA","0","0","22","NA","NA","0","22","0","22","22","22","NA","NA","22","22","22","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","1791.521925933618","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","22","22","D:\Users\install\SemLink\quickrun.csv","psycho","1","Lentiform Loewenfeld","3.3.10","256","-256","2","0","right","right","right","773.6746000009589","570.2491999836639","773.6746000009589","2","psycho","1024","2","48000","-16","experiment","tennisracket.jpg","Tennis_CourtCC.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","116651.5147999744","NA","NA","7694.6098000044","116663.14429999329","8104.092399997171","116651.49439999368","119251.96999998298","120973.98569999496","NA","NA","118477.51029999927","116651.42479998758","118477.16929996386","Semantic link","18","31065.140500082634","23","yes","1024"
"75","75","1324.0031125048215","1324.0031125048215","white","psycho","psycho","psycho","0","uniform","0","undefined","left","0","NA","0","0","23","NA","NA","0","23","0","23","23","23","NA","NA","23","23","23","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","2296.096994022921","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","23","23","D:\Users\install\SemLink\quickrun.csv","psycho","0","Lentiform Loewenfeld","3.3.10","-256","256","2","0","right","right","right","710.9342000330798","570.2491999836639","710.9342000330798","2","psycho","1024","2","48000","-16","experiment","beachumbrella01.jpg","g_garden_1280_2.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","121410.32989998348","NA","NA","7694.6098000044","121425.7483999827","8104.092399997171","121410.30980000505","124451.67859998764","126236.35179997655","NA","NA","123739.98989997199","121410.22979997797","123739.48539997218","Semantic link","18","31776.074700115714","24","yes","1024"
"76","76","1299.3606920028105","1299.3606920028105","white","psycho","psycho","psycho","0","uniform","1","undefined","right","1","NA","0","0","24","NA","NA","0","24","0","24","24","24","NA","NA","24","24","24","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","2152.2104447342235","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","24","24","D:\Users\install\SemLink\quickrun.csv","psycho","1","Lentiform Loewenfeld","3.3.10","-256","256","2","0","right","right","right","707.9425999545492","570.2491999836639","707.9425999545492","2","psycho","1024","2","48000","-16","experiment","electrictoothbrush01c.jpg","b_bathroom_bothroom99.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","126643.23539996985","NA","NA","7694.6098000044","126654.4075999991","8104.092399997171","126643.21419998305","129526.55169996433","131315.03649998922","NA","NA","128817.80590000562","126643.14409997314","128817.6439999952","Semantic link","19","32484.017300070263","25","yes","1024"
"73.07692307692308","73.07692307692308","1345.3477461567113","1345.3477461567113","white","psycho","psycho","psycho","0","uniform","0","undefined","left","0","NA","0","0","25","NA","NA","0","25","0","25","25","25","NA","NA","25","25","25","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","2167.3551988933687","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","25","25","D:\Users\install\SemLink\quickrun.csv","psycho","0","Lentiform Loewenfeld","3.3.10","256","-256","2","0","None","right","None","2495.0241000042297","570.2491999836639","2495.0241000042297","2","psycho","1024","2","48000","-16","experiment","treadmill.jpg","r_railroad_tunnel_outdoor_railroad_tunnel_000128.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","131976.99339996325","NA","NA","7694.6098000044","132000.3842000151","8104.092399997171","131976.9368999987","136674.97369996272","136675.0438999734","NA","NA","134179.6866999939","131976.7384000006","134179.56029996276","Semantic link","19","34979.04140007449","26","yes","1024"
"74.07407407407408","74.07407407407408","1346.5734185215465","1346.5734185215465","white","psycho","psycho","psycho","0","uniform","1","undefined","left","1","NA","0","0","26","NA","NA","0","26","0","26","26","26","NA","NA","26","26","26","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","2034.0795927251297","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","26","26","D:\Users\install\SemLink\quickrun.csv","psycho","0","Lentiform Loewenfeld","3.3.10","-256","256","2","0","left","right","left","1378.4409000072628","570.2491999836639","1378.4409000072628","2","psycho","1024","2","48000","-16","experiment","trafficlight.jpg","b_bedroom_pittsburgh_IMG_4079.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","137081.28859999124","NA","NA","7694.6098000044","137095.48799996264","8104.092399997171","137081.26659999834","140521.5557999909","141639.7662999807","NA","NA","139142.2154000029","137081.18889998877","139142.04700000118","Semantic link","20","36357.482300081756","27","yes","1024"
"75","75","1359.1475892878536","1359.1475892878536","white","psycho","psycho","psycho","0","uniform","1","undefined","left","1","NA","0","0","27","NA","NA","0","27","0","27","27","27","NA","NA","27","27","27","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","1834.3611007294653","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","27","27","D:\Users\install\SemLink\quickrun.csv","psycho","0","Lentiform Loewenfeld","3.3.10","256","-256","2","0","left","right","left","1698.6501999781467","570.2491999836639","1698.6501999781467","2","psycho","1024","2","48000","-16","experiment","bowlingpin.jpg","mountain-snow-walking-snow-mountain-winter-landscapeCC.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","142013.37319996674","NA","NA","7694.6098000044","142024.06919997884","8104.092399997171","142013.3512999746","145570.96209999872","146367.9235999589","NA","NA","143871.30190001335","142013.279900013","143871.1689999909","Semantic link","21","38056.1325000599","28","yes","1024"
"72.41379310344827","72.41379310344827","1398.3161172424122","1398.3161172424122","white","psycho","psycho","psycho","0","uniform","0","undefined","right","0","NA","0","0","28","NA","NA","0","28","0","28","28","28","NA","NA","28","28","28","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","1857.0767520211384","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","28","28","D:\Users\install\SemLink\quickrun.csv","psycho","1","Lentiform Loewenfeld","3.3.10","256","-256","2","0","None","right","None","2495.034899970051","570.2491999836639","2495.034899970051","2","psycho","1024","2","48000","-16","experiment","beachumbrella01.jpg","Stavronikita_BeachCC.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","146754.47189999977","NA","NA","7694.6098000044","146769.95769998757","8104.092399997171","146754.4498000061","151146.21019997867","151146.28069999162","NA","NA","148650.88570001535","146754.37849998707","148650.38369997637","Semantic link","21","40551.16740002995","29","yes","1024"
"70","70","1434.8736133348818","1434.8736133348818","white","psycho","psycho","psycho","0","uniform","0","undefined","right","0","NA","0","0","29","NA","NA","0","29","0","29","29","29","NA","NA","29","29","29","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","2029.4098239630268","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","29","29","D:\Users\install\SemLink\quickrun.csv","psycho","1","Lentiform Loewenfeld","3.3.10","-256","256","2","0","None","right","None","2495.0410000164993","570.2491999836639","2495.0410000164993","2","psycho","1024","2","48000","-16","experiment","shoppingcart.jpg","r_railroad_tunnel_outdoor_railroad_tunnel_000128.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","151453.0597999692","NA","NA","7694.6098000044","151466.79099998437","8104.092399997171","151453.03609996336","156008.50990001345","156008.5824999842","NA","NA","153513.15549999708","151452.94629997807","153512.79830001295","Semantic link","21","43046.20840004645","30","yes","1024"
"67.74193548387096","67.74193548387096","1469.0728193569569","1469.0728193569569","white","psycho","psycho","psycho","0","uniform","0","undefined","left","0","NA","0","0","30","NA","NA","0","30","0","30","30","30","NA","NA","30","30","30","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","1874.2748782725096","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","30","30","D:\Users\install\SemLink\quickrun.csv","psycho","0","Lentiform Loewenfeld","3.3.10","256","-256","2","0","None","right","None","2495.0490000192076","570.2491999836639","2495.0490000192076","2","psycho","1024","2","48000","-16","experiment","shoppingcart.jpg","s_savanna_kiangwest_savanna.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","156435.71589997737","NA","NA","7694.6098000044","156445.26319997385","8104.092399997171","156435.68819999928","160839.02959997067","160839.0988999745","NA","NA","158343.67689996725","156435.61139999656","158343.27050001593","Semantic link","21","45541.25740006566","31","yes","1024"
"65.625","65.625","1501.1343718779244","1501.1343718779244","white","psycho","psycho","psycho","0","uniform","0","undefined","left","0","NA","0","0","31","NA","NA","0","31","0","31","31","31","NA","NA","31","31","31","NA","Mon Feb 21 17:44:26 2022","The main experiment item","yes","1758.6103596932155","Memo_alone.osexp","D:\Users\install\SemLink","no","mono","no","18","no","black","no","no","768","psycho","31","31","D:\Users\install\SemLink\quickrun.csv","psycho","0","Lentiform Loewenfeld","3.3.10","256","-256","2","0","None","right","None","2495.042500027921","570.2491999836639","2495.042500027921","2","psycho","1024","2","48000","-16","experiment","martiniglass01b.jpg","b_bathroom_bothroom99.jpg","999","odd","You need to indicate whether the pairing is old (seen in the first phase) by pressing RIGHT, or if it is a different configuration by pressing LEFT.<br />In other words, press RIGHT if you recognize the association, and select LEFT if you don't.","NA","8675.519299984444","7694.76179999765","161140.35739999963","NA","NA","7694.6098000044","161164.59229995962","8104.092399997171","161140.3360000113","165433.3243999863","165433.39329998707","NA","NA","162937.94619996333","161140.23009996163","162937.78109998675","Semantic link","21","48036.29990009358","32","yes","1024"
