"Reward","acc","accuracy","average_response_time","avg_rt","background","blocknr","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_con_resp","correct_con_resp_1","correct_dec_resp_2","correct_new_keyboard_response","correct_pre_resp","correct_response","count_Conditioning_1","count_Conditioning_1_2","count_ITI","count_ITI_1","count_Init","count_MEMO","count_Pause","count_Preconditioning","count_block","count_block_loop","count_block_seq","count_choice_3","count_choice_select_l","count_choice_select_r","count_chose_stim","count_con_resp","count_con_resp_1","count_cond","count_cond_1","count_cond_1_3","count_cond_3","count_conditionning","count_condphase2","count_counter1","count_counter1_1","count_counter1_1_1","count_counter2","count_counter2_2","count_counter2_2_1","count_dec_resp_2","count_decisionphase","count_deterresponse","count_distr","count_experiment","count_fixation_cross_2","count_fixation_dot","count_fixation_dot_1","count_fixation_dot_1_1","count_fixation_dot_1_2","count_fixation_dot_1_2_1","count_fixation_dot_1_2_2","count_get_stims","count_instructions","count_keepitup","count_keepitup2_2","count_keepitup_1","count_keepitup_2","count_logger_con","count_logger_con_1","count_logger_dec_2","count_logger_pre","count_memo_1","count_money","count_new_form_text_display","count_new_form_text_display_1","count_new_inline_script_5","count_new_keyboard_response","count_new_logger","count_new_loop","count_new_loop_1","count_new_loop_1_2","count_new_reset_feedback","count_new_reset_feedback_1","count_new_reset_feedback_1_2","count_new_sequence_1","count_new_sequence_1_1_2","count_new_sequence_1_2","count_pairs_sequence","count_position","count_position_1","count_position_2","count_pposition","count_pposition_1","count_pposition_1_1","count_pre_resp","count_reseq","count_reset_feedback","count_select_l","count_select_r","count_selectd_l","count_selectd_r","count_show_stim","count_sleep","count_target_1","count_tooslow","count_tooslow_1","count_tooslow_1_1","count_trial","count_trial_seq","count_trial_sequence","counter","datetime","description","disable_garbage_collection","dur","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","image","keyboard_backend","live_row","live_row_decisionphase","live_row_new_loop_1","logfile","miss","money","mouse_backend","mp","mposition","old","opensesame_codename","opensesame_version","paired","penalty","pos1","pos2","poscircle","position","pp","pposition","repeat_cycle","response","response_Pause","response_con_resp","response_con_resp_1","response_dec_resp_2","response_new_keyboard_response","response_pre_resp","response_time","response_time_Pause","response_time_con_resp","response_time_con_resp_1","response_time_dec_resp_2","response_time_new_keyboard_response","response_time_pre_resp","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stim1","stim2","subject_nr","subject_parity","time_Conditioning_1","time_Conditioning_1_2","time_ITI","time_ITI_1","time_Init","time_MEMO","time_Pause","time_Preconditioning","time_block","time_block_loop","time_block_seq","time_choice_3","time_choice_select_l","time_choice_select_r","time_chose_stim","time_con_resp","time_con_resp_1","time_cond","time_cond_1","time_cond_1_3","time_cond_3","time_conditionning","time_condphase2","time_counter1","time_counter1_1","time_counter1_1_1","time_counter2","time_counter2_2","time_counter2_2_1","time_dec_resp_2","time_decisionphase","time_deterresponse","time_distr","time_experiment","time_fixation_cross_2","time_fixation_dot","time_fixation_dot_1","time_fixation_dot_1_1","time_fixation_dot_1_2","time_fixation_dot_1_2_1","time_fixation_dot_1_2_2","time_get_stims","time_instructions","time_keepitup","time_keepitup2_2","time_keepitup_1","time_keepitup_2","time_logger_con","time_logger_con_1","time_logger_dec_2","time_logger_pre","time_memo_1","time_money","time_new_form_text_display","time_new_form_text_display_1","time_new_inline_script_5","time_new_keyboard_response","time_new_logger","time_new_loop","time_new_loop_1","time_new_loop_1_2","time_new_reset_feedback","time_new_reset_feedback_1","time_new_reset_feedback_1_2","time_new_sequence_1","time_new_sequence_1_1_2","time_new_sequence_1_2","time_pairs_sequence","time_position","time_position_1","time_position_2","time_pposition","time_pposition_1","time_pposition_1_1","time_pre_resp","time_reseq","time_reset_feedback","time_select_l","time_select_r","time_selectd_l","time_selectd_r","time_show_stim","time_sleep","time_target_1","time_tooslow","time_tooslow_1","time_tooslow_1_1","time_trial","time_trial_seq","time_trial_sequence","title","total_correct","total_response_time","total_responses","trialnr","uniform_coordinates","width"
"0","100","100","953.2371999998722","953.2371999998722","white","NA","psycho","psycho","psycho","0","NA","uniform","1","NA","1","NA","NA","NA","left","0","NA","NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","0","0","NA","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","0","NA","NA","NA","0","NA","0","NA","NA","NA","NA","NA","NA","0","NA","0","NA","NA","0","0","NA","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","0","NA","NA","NA","NA","1","Tue Dec  7 17:23:55 2021","The main experiment item","yes","1938.9154140628596","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","0","0","0","C:/Users/Experimenter/Desktop/Florian/subject-141.csv","0","0","psycho","-100","[-100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100.  100. -100. -100.  100.  100. -100. -100.  100.  100.  100.
 -100. -100. -100.  100. -100.  100. -100.  100. -100.  100.  100. -100.
 -100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100.  100. -100.  100. -100. -100.  100.  100.  100.  100. -100.
 -100. -100.  100.  100.]","NA","Lentiform Loewenfeld","3.3.5","0","0","NA","NA","NA","NA","100","[ 100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100. -100.  100.  100. -100. -100.  100.  100. -100. -100. -100.
  100.  100.  100. -100.  100. -100.  100. -100.  100. -100. -100.  100.
  100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100. -100.  100. -100.  100.  100. -100. -100. -100. -100.  100.
  100.  100. -100. -100.]","0","left","NA","NA","left","NA","NA","NA","953.2371999998722","NA","NA","953.2371999998722","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","courtroomCC.jpg","NA","141","odd","30294.497500000034","NA","NA","30480.625900000177","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32443.537099999958","NA","NA","34960.13919999996","32443.45800000019","NA","NA","NA","30294.67650000015","NA","NA","33953.85249999981","NA","NA","30293.627500000184","NA","NA","4026.2299000000894","NA","NA","NA","30493.49459999985","NA","33960.138800000095","NA","NA","NA","NA","NA","NA","33410.1569999998","NA","36453.64070000005","NA","NA","NA","4026.342399999976","NA","4026.3698999999633","NA","NA","NA","NA","30294.69539999991","NA","NA","NA","NA","NA","NA","30480.419500000153","NA","30294.562300000052","NA","NA","NA","32433.922000000166","NA","NA","NA","NA","NA","NA","33410.11939999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Semantic link","1","953.2371999998722","1","NA","yes","1024"
"0","50","50","1224.1317499999714","1224.1317499999714","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","0","NA","NA","NA","right","0","NA","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","1","NA","NA","NA","0","NA","NA","1","NA","NA","0","NA","NA","0","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","0","0","NA","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","1","NA","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","2","Tue Dec  7 17:23:55 2021","The main experiment item","yes","2169.8487789132414","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","1","0","1","C:/Users/Experimenter/Desktop/Florian/subject-141.csv","1","0","psycho","100","[-100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100.  100. -100. -100.  100.  100. -100. -100.  100.  100.  100.
 -100. -100. -100.  100. -100.  100. -100.  100. -100.  100.  100. -100.
 -100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100.  100. -100.  100. -100. -100.  100.  100.  100.  100. -100.
 -100. -100.  100.  100.]","NA","Lentiform Loewenfeld","3.3.5","0","0","NA","NA","NA","NA","-100","[ 100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100. -100.  100.  100. -100. -100.  100.  100. -100. -100. -100.
  100.  100.  100. -100.  100. -100.  100. -100.  100. -100. -100.  100.
  100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100. -100.  100. -100.  100.  100. -100. -100. -100. -100.  100.
  100.  100. -100. -100.]","0","None","NA","NA","None","NA","NA","NA","1495.0263000000705","NA","NA","1495.0263000000705","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","c_classroom_sala02.jpg","NA","141","odd","30294.497500000034","NA","NA","36920.63849999977","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","39127.04119999989","NA","NA","41626.80090000003","39126.81269999985","NA","NA","NA","30294.67650000015","NA","NA","40622.30499999987","NA","NA","30293.627500000184","NA","NA","4026.2299000000894","NA","NA","NA","36927.11670000017","NA","33960.138800000095","NA","NA","NA","NA","NA","NA","40622.238500000094","NA","43109.32700000012","NA","NA","NA","4026.342399999976","NA","4026.3698999999633","NA","NA","NA","NA","30294.69539999991","NA","NA","NA","NA","NA","NA","36920.560399999886","NA","30294.562300000052","NA","NA","NA","39109.71840000002","NA","NA","NA","NA","NA","NA","33410.11939999998","NA","NA","NA","NA","NA","40626.809700000194","NA","NA","NA","NA","Semantic link","1","2448.2634999999427","2","NA","yes","1024"
"1","66.66666666666667","66.66666666666667","1104.0429999999712","1104.0429999999712","white","NA","psycho","psycho","psycho","0","NA","uniform","1","NA","1","NA","NA","NA","right","0","NA","NA","2","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","2","NA","NA","NA","0","NA","NA","2","NA","NA","0","NA","NA","0","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","0","0","NA","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","2","NA","0","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","2","NA","NA","NA","NA","3","Tue Dec  7 17:23:55 2021","The main experiment item","yes","1733.093718014707","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","2","0","2","C:/Users/Experimenter/Desktop/Florian/subject-141.csv","1","1","psycho","-100","[-100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100.  100. -100. -100.  100.  100. -100. -100.  100.  100.  100.
 -100. -100. -100.  100. -100.  100. -100.  100. -100.  100.  100. -100.
 -100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100.  100. -100.  100. -100. -100.  100.  100.  100.  100. -100.
 -100. -100.  100.  100.]","NA","Lentiform Loewenfeld","3.3.5","1","0","NA","NA","NA","NA","100","[ 100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100. -100.  100.  100. -100. -100.  100.  100. -100. -100. -100.
  100.  100.  100. -100.  100. -100.  100. -100.  100. -100. -100.  100.
  100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100. -100.  100. -100.  100.  100. -100. -100. -100. -100.  100.
  100.  100. -100. -100.]","0","right","NA","NA","right","NA","NA","NA","863.8654999999708","NA","NA","863.8654999999708","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","mountain-snow-walking-snow-mountain-winter-landscapeCC.jpg","NA","141","odd","30294.497500000034","NA","NA","43318.676899999904","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","45076.90460000004","NA","NA","47576.82819999991","45076.82620000014","NA","NA","NA","30294.67650000015","NA","NA","46565.76799999994","NA","NA","30293.627500000184","NA","NA","4026.2299000000894","NA","NA","NA","43326.83399999996","NA","46576.83140000017","NA","NA","NA","NA","NA","NA","45943.45699999985","NA","49065.517","NA","NA","NA","4026.342399999976","NA","4026.3698999999633","NA","NA","NA","NA","30294.69539999991","NA","NA","NA","NA","NA","NA","43318.59709999981","NA","30294.562300000052","NA","NA","NA","45062.30129999995","NA","NA","NA","NA","NA","NA","33410.11939999998","45943.40220000004","NA","NA","NA","NA","40626.809700000194","NA","NA","NA","NA","Semantic link","2","3312.1289999999135","3","NA","yes","1024"
"1","75","75","1052.9996999999876","1052.9996999999876","white","NA","psycho","psycho","psycho","0","NA","uniform","1","NA","1","NA","NA","NA","right","0","NA","NA","3","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","3","3","NA","NA","NA","0","NA","NA","3","NA","NA","0","NA","NA","0","NA","NA","NA","3","NA","3","NA","NA","NA","NA","NA","NA","3","NA","3","NA","NA","0","0","NA","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","3","NA","0","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","3","3","NA","NA","NA","NA","3","NA","NA","NA","NA","4","Tue Dec  7 17:23:55 2021","The main experiment item","yes","2066.623613030653","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","3","0","3","C:/Users/Experimenter/Desktop/Florian/subject-141.csv","1","2","psycho","-100","[-100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100.  100. -100. -100.  100.  100. -100. -100.  100.  100.  100.
 -100. -100. -100.  100. -100.  100. -100.  100. -100.  100.  100. -100.
 -100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100.  100. -100.  100. -100. -100.  100.  100.  100.  100. -100.
 -100. -100.  100.  100.]","NA","Lentiform Loewenfeld","3.3.5","1","0","NA","NA","NA","NA","100","[ 100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100. -100.  100.  100. -100. -100.  100.  100. -100. -100. -100.
  100.  100.  100. -100.  100. -100.  100. -100.  100. -100. -100.  100.
  100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100. -100.  100. -100.  100.  100. -100. -100. -100. -100.  100.
  100.  100. -100. -100.]","0","right","NA","NA","right","NA","NA","NA","899.8698000000368","NA","NA","899.8698000000368","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","Tennis_CourtCC.jpg","NA","141","odd","30294.497500000034","NA","NA","49275.789400000125","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51376.89379999983","NA","NA","53910.16059999993","51376.81629999998","NA","NA","NA","30294.67650000015","NA","NA","52893.32719999993","NA","NA","30293.627500000184","NA","NA","4026.2299000000894","NA","NA","NA","49293.68569999997","NA","52910.17929999998","NA","NA","NA","NA","NA","NA","52293.67899999989","NA","55391.74039999989","NA","NA","NA","4026.342399999976","NA","4026.3698999999633","NA","NA","NA","NA","30294.69539999991","NA","NA","NA","NA","NA","NA","49275.71249999983","NA","30294.562300000052","NA","NA","NA","51362.2249","NA","NA","NA","NA","NA","NA","33410.11939999998","52293.49490000004","NA","NA","NA","NA","40626.809700000194","NA","NA","NA","NA","Semantic link","3","4211.99879999995","4","NA","yes","1024"
"1","80","80","958.504040000026","958.504040000026","white","NA","psycho","psycho","psycho","0","NA","uniform","1","NA","1","NA","NA","NA","left","0","NA","NA","4","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","4","4","NA","NA","NA","0","NA","NA","4","NA","NA","0","NA","NA","0","NA","NA","NA","4","NA","4","NA","NA","NA","NA","NA","NA","4","NA","4","NA","NA","0","0","NA","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","4","NA","0","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","4","4","NA","NA","NA","NA","4","NA","NA","NA","NA","5","Tue Dec  7 17:23:55 2021","The main experiment item","yes","2141.5205259933105","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","4","0","4","C:/Users/Experimenter/Desktop/Florian/subject-141.csv","1","3","psycho","100","[-100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100.  100. -100. -100.  100.  100. -100. -100.  100.  100.  100.
 -100. -100. -100.  100. -100.  100. -100.  100. -100.  100.  100. -100.
 -100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100.  100. -100.  100. -100. -100.  100.  100.  100.  100. -100.
 -100. -100.  100.  100.]","NA","Lentiform Loewenfeld","3.3.5","1","0","NA","NA","NA","NA","-100","[ 100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100. -100.  100.  100. -100. -100.  100.  100. -100. -100. -100.
  100.  100.  100. -100.  100. -100.  100. -100.  100. -100. -100.  100.
  100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100. -100.  100. -100.  100.  100. -100. -100. -100. -100.  100.
  100.  100. -100. -100.]","0","left","NA","NA","left","NA","NA","NA","580.5214000001797","NA","NA","580.5214000001797","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","Stavronikita_BeachCC.jpg","NA","141","odd","30294.497500000034","NA","NA","55604.36789999994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","57760.242299999845","NA","NA","60260.20000000017","57760.15670000015","NA","NA","NA","30294.67650000015","NA","NA","59250.77909999982","NA","NA","30293.627500000184","NA","NA","4026.2299000000894","NA","NA","NA","55610.179499999955","NA","59260.17460000003","NA","NA","NA","NA","NA","NA","58343.43630000012","NA","61750.57319999996","NA","NA","NA","4026.342399999976","NA","4026.3698999999633","NA","NA","NA","NA","30294.69539999991","NA","NA","NA","NA","NA","NA","55604.290899999796","NA","30294.562300000052","NA","NA","NA","57750.93749999996","NA","NA","NA","NA","NA","NA","58343.40259999999","52293.49490000004","NA","NA","NA","NA","40626.809700000194","NA","NA","NA","NA","Semantic link","4","4792.52020000013","5","NA","yes","1024"
"0","66.66666666666667","66.66666666666667","1016.506933333328","1016.506933333328","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","0","NA","NA","NA","left","0","NA","NA","5","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","5","5","NA","NA","NA","0","NA","NA","5","NA","NA","0","NA","NA","0","NA","NA","NA","5","NA","5","NA","NA","NA","NA","NA","NA","5","NA","5","NA","NA","0","0","NA","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","5","NA","0","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","5","5","NA","NA","NA","NA","5","NA","NA","NA","NA","6","Tue Dec  7 17:23:55 2021","The main experiment item","yes","1838.8312975991562","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","5","0","5","C:/Users/Experimenter/Desktop/Florian/subject-141.csv","1","3","psycho","-100","[-100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100.  100. -100. -100.  100.  100. -100. -100.  100.  100.  100.
 -100. -100. -100.  100. -100.  100. -100.  100. -100.  100.  100. -100.
 -100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100.  100. -100.  100. -100. -100.  100.  100.  100.  100. -100.
 -100. -100.  100.  100.]","NA","Lentiform Loewenfeld","3.3.5","0","1","NA","NA","NA","NA","100","[ 100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100. -100.  100.  100. -100. -100.  100.  100. -100. -100. -100.
  100.  100.  100. -100.  100. -100.  100. -100.  100. -100. -100.  100.
  100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100. -100.  100. -100.  100.  100. -100. -100. -100. -100.  100.
  100.  100. -100. -100.]","0","right","NA","NA","right","NA","NA","NA","1306.5213999998377","NA","NA","1306.5213999998377","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","d_dining_room_indoor_0582.jpg","NA","141","odd","30294.497500000034","NA","NA","61953.25980000007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","63810.2444000001","NA","NA","66326.84789999985","63810.16769999996","NA","NA","NA","30294.67650000015","NA","NA","65315.44910000003","NA","NA","30293.627500000184","NA","NA","4026.2299000000894","NA","NA","NA","61960.19519999981","NA","65326.84259999996","NA","NA","NA","NA","NA","NA","65126.894699999866","NA","67812.55379999994","NA","NA","NA","4026.342399999976","NA","4026.3698999999633","NA","NA","NA","NA","30294.69539999991","NA","NA","NA","NA","NA","NA","61953.18420000012","NA","30294.562300000052","NA","NA","NA","63797.29249999991","NA","NA","NA","NA","NA","NA","58343.40259999999","65126.83779999998","NA","NA","NA","NA","40626.809700000194","NA","NA","NA","NA","Semantic link","4","6099.041599999968","6","NA","yes","1024"
"0","71.42857142857143","71.42857142857143","1030.4104142856627","1030.4104142856627","white","NA","psycho","psycho","psycho","0","NA","uniform","1","NA","1","NA","NA","NA","right","0","NA","NA","6","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","6","6","NA","NA","NA","0","NA","NA","6","NA","NA","0","NA","NA","0","NA","NA","NA","6","NA","6","NA","NA","NA","NA","NA","NA","6","NA","6","NA","NA","0","0","NA","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","6","NA","0","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","6","6","NA","NA","NA","NA","6","NA","NA","NA","NA","7","Tue Dec  7 17:23:55 2021","The main experiment item","yes","1972.6533318842708","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","6","0","6","C:/Users/Experimenter/Desktop/Florian/subject-141.csv","1","3","psycho","100","[-100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100.  100. -100. -100.  100.  100. -100. -100.  100.  100.  100.
 -100. -100. -100.  100. -100.  100. -100.  100. -100.  100.  100. -100.
 -100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100.  100. -100.  100. -100. -100.  100.  100.  100.  100. -100.
 -100. -100.  100.  100.]","NA","Lentiform Loewenfeld","3.3.5","1","1","NA","NA","NA","NA","-100","[ 100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100. -100.  100.  100. -100. -100.  100.  100. -100. -100. -100.
  100.  100.  100. -100.  100. -100.  100. -100.  100. -100. -100.  100.
  100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100. -100.  100. -100.  100.  100. -100. -100. -100. -100.  100.
  100.  100. -100. -100.]","0","right","NA","NA","right","NA","NA","NA","1113.8312999996706","NA","NA","1113.8312999996706","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","k_kitchen_IMG_3734.jpg","NA","141","odd","30294.497500000034","NA","NA","68026.35240000018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","70026.93020000015","NA","NA","72543.52999999991","70026.85139999994","NA","NA","NA","30294.67650000015","NA","NA","71530.97909999997","NA","NA","30293.627500000184","NA","NA","4026.2299000000894","NA","NA","NA","68043.5392999998","NA","71543.53829999991","NA","NA","NA","NA","NA","NA","71143.56339999996","NA","74034.56520000008","NA","NA","NA","4026.342399999976","NA","4026.3698999999633","NA","NA","NA","NA","30294.69539999991","NA","NA","NA","NA","NA","NA","68026.27419999999","NA","30294.562300000052","NA","NA","NA","70015.50159999987","NA","NA","NA","NA","NA","NA","58343.40259999999","71143.50899999999","NA","NA","NA","NA","40626.809700000194","NA","NA","NA","NA","Semantic link","5","7212.872899999638","7","NA","yes","1024"
"0","62.5","62.5","1025.7541499999552","1025.7541499999552","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","0","NA","NA","NA","right","0","NA","NA","7","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","7","7","NA","NA","NA","0","NA","NA","7","NA","NA","0","NA","NA","0","NA","NA","NA","7","NA","7","NA","NA","NA","NA","NA","NA","7","NA","7","NA","NA","0","0","NA","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","7","NA","0","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","7","7","NA","NA","NA","NA","7","NA","NA","NA","NA","8","Tue Dec  7 17:23:55 2021","The main experiment item","yes","2365.2929812269754","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","7","0","7","C:/Users/Experimenter/Desktop/Florian/subject-141.csv","1","3","psycho","100","[-100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100.  100. -100. -100.  100.  100. -100. -100.  100.  100.  100.
 -100. -100. -100.  100. -100.  100. -100.  100. -100.  100.  100. -100.
 -100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100.  100. -100.  100. -100. -100.  100.  100.  100.  100. -100.
 -100. -100.  100.  100.]","NA","Lentiform Loewenfeld","3.3.5","1","2","NA","NA","NA","NA","-100","[ 100. -100.  100.  100. -100.  100. -100. -100.  100. -100.  100.  100.
 -100. -100. -100.  100.  100. -100. -100.  100.  100. -100. -100. -100.
  100.  100.  100. -100.  100. -100.  100. -100.  100. -100. -100.  100.
  100.  100. -100. -100.  100. -100.  100.  100. -100.  100. -100. -100.
  100.  100. -100.  100. -100.  100.  100. -100. -100. -100. -100.  100.
  100.  100. -100. -100.]","0","left","NA","NA","left","NA","NA","NA","993.1603000000032","NA","NA","993.1603000000032","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","o_office_despacho.jpg","NA","141","odd","30294.497500000034","NA","NA","74242.18879999989","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","76643.59670000021","NA","NA","79160.21860000001","76643.51230000012","NA","NA","NA","30294.67650000015","NA","NA","78143.77980000018","NA","NA","30293.627500000184","NA","NA","4026.2299000000894","NA","NA","NA","74260.19910000014","NA","78160.20429999981","NA","NA","NA","NA","NA","NA","77643.55370000021","NA","80643.59860000013","NA","NA","NA","4026.342399999976","NA","4026.3698999999633","NA","NA","NA","NA","30294.69539999991","NA","NA","NA","NA","NA","NA","74242.10979999998","NA","30294.562300000052","NA","NA","NA","76628.30940000003","NA","NA","NA","NA","NA","NA","77643.51850000003","71143.50899999999","NA","NA","NA","NA","40626.809700000194","NA","NA","NA","NA","Semantic link","5","8206.033199999642","8","NA","yes","1024"
