"Reward","acc","accuracy","average_response_time","avg_rt","background","blocknr","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_con_resp","correct_con_resp_1","correct_dec_resp_2","correct_new_keyboard_response","correct_pre_resp","correct_response","count_Conditioning_1","count_Conditioning_1_2","count_ITI","count_ITI_1","count_Init","count_MEMO","count_Pause","count_Preconditioning","count_block","count_block_loop","count_block_seq","count_choice_3","count_choice_select_l","count_choice_select_r","count_chose_stim","count_con_resp","count_con_resp_1","count_cond","count_cond_1","count_cond_1_3","count_cond_3","count_conditionning","count_condphase2","count_counter1","count_counter1_1","count_counter1_1_1","count_counter2","count_counter2_2","count_counter2_2_1","count_dec_resp_2","count_decisionphase","count_deterresponse","count_distr","count_experiment","count_fixation_cross_2","count_fixation_dot","count_fixation_dot_1","count_fixation_dot_1_1","count_fixation_dot_1_2","count_fixation_dot_1_2_1","count_fixation_dot_1_2_2","count_get_stims","count_instructions","count_keepitup","count_keepitup2_2","count_keepitup_1","count_keepitup_2","count_logger_con","count_logger_con_1","count_logger_dec_2","count_logger_pre","count_memo_1","count_money","count_new_form_text_display","count_new_form_text_display_1","count_new_inline_script_5","count_new_keyboard_response","count_new_logger","count_new_loop","count_new_loop_1","count_new_loop_1_2","count_new_reset_feedback","count_new_reset_feedback_1","count_new_reset_feedback_1_2","count_new_sequence_1","count_new_sequence_1_1_2","count_new_sequence_1_2","count_pairs_sequence","count_position","count_position_1","count_position_2","count_pposition","count_pposition_1","count_pposition_1_1","count_pre_resp","count_reseq","count_reset_feedback","count_select_l","count_select_r","count_selectd_l","count_selectd_r","count_show_stim","count_sleep","count_target_1","count_tooslow","count_tooslow_1","count_tooslow_1_1","count_trial","count_trial_seq","count_trial_sequence","counter","datetime","description","disable_garbage_collection","dur","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","image","keyboard_backend","live_row","live_row_Preconditioning","live_row_block_loop","logfile","money","mouse_backend","mp","mposition","old","opensesame_codename","opensesame_version","paired","penalty","pos1","pos2","poscircle","position","pp","pposition","repeat_cycle","response","response_Pause","response_con_resp","response_con_resp_1","response_dec_resp_2","response_new_keyboard_response","response_pre_resp","response_time","response_time_Pause","response_time_con_resp","response_time_con_resp_1","response_time_dec_resp_2","response_time_new_keyboard_response","response_time_pre_resp","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stim1","stim2","subject_nr","subject_parity","time_Conditioning_1","time_Conditioning_1_2","time_ITI","time_ITI_1","time_Init","time_MEMO","time_Pause","time_Preconditioning","time_block","time_block_loop","time_block_seq","time_choice_3","time_choice_select_l","time_choice_select_r","time_chose_stim","time_con_resp","time_con_resp_1","time_cond","time_cond_1","time_cond_1_3","time_cond_3","time_conditionning","time_condphase2","time_counter1","time_counter1_1","time_counter1_1_1","time_counter2","time_counter2_2","time_counter2_2_1","time_dec_resp_2","time_decisionphase","time_deterresponse","time_distr","time_experiment","time_fixation_cross_2","time_fixation_dot","time_fixation_dot_1","time_fixation_dot_1_1","time_fixation_dot_1_2","time_fixation_dot_1_2_1","time_fixation_dot_1_2_2","time_get_stims","time_instructions","time_keepitup","time_keepitup2_2","time_keepitup_1","time_keepitup_2","time_logger_con","time_logger_con_1","time_logger_dec_2","time_logger_pre","time_memo_1","time_money","time_new_form_text_display","time_new_form_text_display_1","time_new_inline_script_5","time_new_keyboard_response","time_new_logger","time_new_loop","time_new_loop_1","time_new_loop_1_2","time_new_reset_feedback","time_new_reset_feedback_1","time_new_reset_feedback_1_2","time_new_sequence_1","time_new_sequence_1_1_2","time_new_sequence_1_2","time_pairs_sequence","time_position","time_position_1","time_position_2","time_pposition","time_pposition_1","time_pposition_1_1","time_pre_resp","time_reseq","time_reset_feedback","time_select_l","time_select_r","time_selectd_l","time_selectd_r","time_show_stim","time_sleep","time_target_1","time_tooslow","time_tooslow_1","time_tooslow_1_1","time_trial","time_trial_seq","time_trial_sequence","title","total_correct","total_response_time","total_responses","trialnr","uniform_coordinates","width"
"NA","0","0","1173.0580920028308","1173.0580920028308","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","62","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","62","NA","NA","NA","NA","NA","NA","0","NA","NA","62","NA","NA","NA","NA","62","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","62","NA","0","NA","NA","NA","NA","NA","NA","62","NA","NA","NA","NA","NA","62","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","62","0","62","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","left","NA","NA","NA","NA","NA","left","553.2560013234615","NA","NA","NA","NA","NA","553.2560013234615","2","psycho","1024","2","48000","-16","experiment","treadmill.jpg","c_castle_castle_000001.jpg","13","odd","NA","NA","NA","NA","NA","NA","NA","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","590643.2466991246","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","591697.1870996058","NA","NA","NA","NA","593632.4311979115","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","591143.285498023","NA","NA","NA","NA","NA","NA","NA","NA","591143.2158984244","NA","NA","NA","NA","NA","590632.9101994634","Semantic link","0","73902.65979617834","63","NA","yes","1024"
"NA","0","0","1165.4241249198094","1165.4241249198094","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","63","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","63","NA","NA","NA","NA","NA","NA","0","NA","NA","63","NA","NA","NA","NA","63","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","63","NA","0","NA","NA","NA","NA","NA","NA","63","NA","NA","NA","NA","NA","63","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","63","0","63","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","256","NA","-256","NA","NA","0","right","right","NA","NA","NA","NA","left","7311.959996819496","7311.959996819496","NA","NA","NA","NA","684.4841986894608","2","psycho","1024","2","48000","-16","experiment","tennisracket.jpg","Tennis_CourtCC.jpg","13","odd","NA","NA","NA","NA","NA","NA","596776.5779010952","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","593759.9417977035","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","594945.1849013567","NA","NA","NA","NA","604089.1944989562","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","594260.0548006594","NA","NA","NA","NA","NA","NA","NA","NA","594259.8825991154","NA","NA","NA","NA","NA","593743.2613000274","Semantic link","0","74587.1439948678","64","NA","yes","1024"
"NA","0","0","1164.6416107049356","1164.6416107049356","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","64","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","64","NA","NA","NA","NA","NA","NA","0","NA","NA","64","NA","NA","NA","NA","64","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","64","NA","0","NA","NA","NA","NA","NA","NA","64","NA","NA","NA","NA","NA","64","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","64","0","64","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","left","right","NA","NA","NA","NA","left","1114.5607009530067","7311.959996819496","NA","NA","NA","NA","1114.5607009530067","2","psycho","1024","2","48000","-16","experiment","martiniglass01b.jpg","c_classroom_sala02.jpg","13","odd","NA","NA","NA","NA","NA","NA","596776.5779010952","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","604209.9067009985","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","605825.2547010779","NA","NA","NA","NA","607212.1818996966","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","604709.9686004221","NA","NA","NA","NA","NA","NA","NA","NA","604709.9035978317","NA","NA","NA","NA","NA","604200.4779987037","Semantic link","0","75701.70469582081","65","NA","yes","1024"
"NA","0","0","1155.9232711566217","1155.9232711566217","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","65","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","65","NA","NA","NA","NA","NA","NA","0","NA","NA","65","NA","NA","NA","NA","65","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","65","NA","0","NA","NA","NA","NA","NA","NA","65","NA","NA","NA","NA","NA","65","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","65","0","65","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","left","right","NA","NA","NA","NA","left","589.2312005162239","7311.959996819496","NA","NA","NA","NA","589.2312005162239","2","psycho","1024","2","48000","-16","experiment","bowlingpin.jpg","b_bedroom_pittsburgh_IMG_4079.jpg","13","odd","NA","NA","NA","NA","NA","NA","596776.5779010952","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","607343.2543985546","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","608433.4421977401","NA","NA","NA","NA","610341.500800103","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","607843.3053977787","NA","NA","NA","NA","NA","NA","NA","NA","607843.2368002832","NA","NA","NA","NA","NA","607323.1199011207","Semantic link","0","76290.93589633703","66","NA","yes","1024"
"NA","0","0","1147.395250679397","1147.395250679397","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","66","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","66","NA","NA","NA","NA","NA","NA","0","NA","NA","66","NA","NA","NA","NA","66","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","66","NA","0","NA","NA","NA","NA","NA","NA","66","NA","NA","NA","NA","NA","66","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","66","0","66","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","left","right","NA","NA","NA","NA","left","584.5458991825581","7311.959996819496","NA","NA","NA","NA","584.5458991825581","2","psycho","1024","2","48000","-16","experiment","webcam.jpg","o_office_despacho.jpg","13","odd","NA","NA","NA","NA","NA","NA","596776.5779010952","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","610459.920398891","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","611545.2060997486","NA","NA","NA","NA","613450.89700073","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","610959.9814005196","NA","NA","NA","NA","NA","NA","NA","NA","610959.9157012999","NA","NA","NA","NA","NA","610453.6947011948","Semantic link","0","76875.48179551959","67","NA","yes","1024"
"NA","0","0","1167.213317609447","1167.213317609447","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","0","NA","NA","NA","NA","0","0","67","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","67","NA","NA","NA","NA","NA","NA","0","NA","NA","67","NA","NA","NA","NA","67","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","67","NA","0","NA","NA","NA","NA","NA","NA","67","NA","NA","NA","NA","NA","67","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","67","0","67","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","None","right","NA","NA","NA","NA","None","2495.023801922798","7311.959996819496","NA","NA","NA","NA","2495.023801922798","2","psycho","1024","2","48000","-16","experiment","discoball.jpg","discoball.jpg","13","odd","NA","NA","NA","NA","NA","NA","596776.5779010952","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","613576.5915997326","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","616572.2915008664","NA","NA","NA","NA","616572.3734013736","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","614076.7767988145","NA","NA","NA","NA","NA","NA","NA","NA","614076.5791982412","NA","NA","NA","NA","NA","613568.8938982785","Semantic link","0","79370.50559744239","68","NA","yes","1024"
"NA","0","0","1186.4569999169612","1186.4569999169612","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","0","NA","NA","NA","NA","0","0","68","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","68","NA","NA","NA","NA","NA","NA","0","NA","NA","68","NA","NA","NA","NA","68","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","68","NA","0","NA","NA","NA","NA","NA","NA","68","NA","NA","NA","NA","NA","68","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","68","0","68","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","None","right","NA","NA","NA","NA","None","2495.027396827936","7311.959996819496","NA","NA","NA","NA","2495.027396827936","2","psycho","1024","2","48000","-16","experiment","Boxe_1CC.jpg","Boxe_1CC.jpg","13","odd","NA","NA","NA","NA","NA","NA","596776.5779010952","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","616709.9279984832","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","619705.5003009737","NA","NA","NA","NA","619705.5828981102","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","617209.9777013063","NA","NA","NA","NA","NA","NA","NA","NA","617209.9047005177","NA","NA","NA","NA","NA","616691.3761012256","Semantic link","0","81865.53299427032","69","NA","yes","1024"
"NA","0","0","1179.3521742203407","1179.3521742203407","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","69","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","69","NA","NA","NA","NA","NA","NA","0","NA","NA","69","NA","NA","NA","NA","69","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","69","NA","0","NA","NA","NA","NA","NA","NA","69","NA","NA","NA","NA","NA","69","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","69","0","69","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","256","NA","-256","NA","NA","0","left","right","NA","NA","NA","NA","left","689.1192011535168","7311.959996819496","NA","NA","NA","NA","689.1192011535168","2","psycho","1024","2","48000","-16","experiment","rainboot.jpg","courtroomCC.jpg","13","odd","NA","NA","NA","NA","NA","NA","596776.5779010952","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","619843.2646989822","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","621033.2506000996","NA","NA","NA","NA","622841.4569012821","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","620343.4175997972","NA","NA","NA","NA","NA","NA","NA","NA","620343.2636000216","NA","NA","NA","NA","NA","619823.1683000922","Semantic link","0","82554.65219542384","70","NA","yes","1024"
"NA","0","0","1183.7538478135223","1183.7538478135223","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","70","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","70","NA","NA","NA","NA","NA","NA","0","NA","NA","70","NA","NA","NA","NA","70","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","70","NA","0","NA","NA","NA","NA","NA","NA","70","NA","NA","NA","NA","NA","70","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","70","0","70","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","256","NA","-256","NA","NA","0","left","right","NA","NA","NA","NA","left","1491.8709993362427","7311.959996819496","NA","NA","NA","NA","1491.8709993362427","2","psycho","1024","2","48000","-16","experiment","television.jpg","l_living_room_living53.jpg","13","odd","NA","NA","NA","NA","NA","NA","596776.5779010952","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","622976.6036979854","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","624969.2605994642","NA","NA","NA","NA","625966.4664007723","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","623476.6548983753","NA","NA","NA","NA","NA","NA","NA","NA","623476.5895977616","NA","NA","NA","NA","NA","622958.4839008749","Semantic link","0","84046.52319476008","71","NA","yes","1024"
"NA","0","0","1185.077581865092","1185.077581865092","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","71","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","71","NA","NA","NA","NA","NA","NA","0","NA","NA","71","NA","NA","NA","NA","71","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","71","NA","0","NA","NA","NA","NA","NA","NA","71","NA","NA","NA","NA","NA","71","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","71","0","71","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","-256","NA","256","NA","NA","0","left","right","NA","NA","NA","NA","left","1279.0626995265484","7311.959996819496","NA","NA","NA","NA","1279.0626995265484","2","psycho","1024","2","48000","-16","experiment","shoppingcart.jpg","r_railroad_tunnel_outdoor_railroad_tunnel_000128.jpg","13","odd","NA","NA","NA","NA","NA","NA","596776.5779010952","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","626093.2747013867","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","627873.2311986387","NA","NA","NA","NA","629103.0033007264","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","626593.457300216","NA","NA","NA","NA","NA","NA","NA","NA","626593.2633988559","NA","NA","NA","NA","NA","626086.0183984041","Semantic link","0","85325.58589428663","72","NA","yes","1024"
"NA","0","0","1186.2936944585956","1186.2936944585956","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","72","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","72","NA","NA","NA","NA","NA","NA","0","NA","NA","72","NA","NA","NA","NA","72","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","72","NA","0","NA","NA","NA","NA","NA","NA","72","NA","NA","NA","NA","NA","72","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","72","0","72","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","256","NA","-256","NA","NA","0","left","right","NA","NA","NA","NA","left","1273.8538011908531","7311.959996819496","NA","NA","NA","NA","1273.8538011908531","2","psycho","1024","2","48000","-16","experiment","hardhat02.jpg","d_dining_room_indoor_0582.jpg","13","odd","NA","NA","NA","NA","NA","NA","596776.5779010952","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","629226.6112007201","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","631001.2313984334","NA","NA","NA","NA","632228.0019000173","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","629726.6702987254","NA","NA","NA","NA","NA","NA","NA","NA","629726.6064994037","NA","NA","NA","NA","NA","629213.9202989638","Semantic link","0","86599.43969547749","73","NA","yes","1024"
"NA","0","0","1179.83746886052","1179.83746886052","white","NA","psycho","psycho","psycho","0","NA","uniform","0","NA","NA","NA","NA","0","1","NA","NA","NA","NA","0","0","73","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","0","0","NA","73","NA","NA","NA","NA","NA","NA","0","NA","NA","73","NA","NA","NA","NA","73","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","73","NA","0","NA","NA","NA","NA","NA","NA","73","NA","NA","NA","NA","NA","73","NA","Tue Dec  7 10:55:22 2021","The main experiment item","yes","NA","","sem_assov7_11_100pconting.osexp","C:\Users\Experimenter\Desktop\Florian","no","mono","no","18","no","black","no","Ok","yes","768","NA","psycho","73","0","73","C:/Users/Experimenter/Desktop/Florian/subject-13.csv","NA","psycho","NA","NA","NA","Lentiform Loewenfeld","3.3.5","NA","NA","NA","256","NA","-256","NA","NA","0","left","right","NA","NA","NA","NA","left","708.5330002009869","7311.959996819496","NA","NA","NA","NA","708.5330002009869","2","psycho","1024","2","48000","-16","experiment","callbell.jpg","s_savanna_kiangwest_savanna.jpg","13","odd","NA","NA","NA","NA","NA","NA","596776.5779010952","393293.1891977787","NA","393293.83010044694","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4284.758899360895","NA","632359.9659986794","NA","NA","NA","NA","NA","NA","377109.9554002285","NA","NA","633569.2819990218","NA","NA","NA","NA","635352.9963977635","NA","NA","4284.877300262451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","393293.75809803605","NA","NA","NA","NA","NA","NA","632859.992697835","NA","NA","NA","NA","NA","NA","NA","NA","632859.9288985133","NA","NA","NA","NA","NA","632350.796200335","Semantic link","0","87307.97269567847","74","NA","yes","1024"
